label,text,title,url 
science,какихлибо экстремальный событие солнце например мощный вспышка ближний время ожидаться активность солнце находиться минимальный уровень сообщить интервью риа новость директор институт земной магнетизм ионосфера распространение радиоволна наш пушковый рана владимир кузнецов активность солнце находиться вблизи минимум возмущенность околоземный космический пространство состояние магнитосфера определяться солнечный цикл который составлять год ближний время солнце ожидаться какихлибо экстремальный событие сказать слово годдва должный абсолютный минимум солнечный активность поднятие это связать магнитный поле солнце динамомеханизм солнечный динамо физический процесс ответственный генерация магнитный полый солнце,мощный вспышка солнце ближний время считать рана,https://ria.ru/20181129/1533751730.html
science,роскосмос проводить пуск ракета день спрогнозировать институт земной магнетизм ионосфера распространение радиоволна нв пушковый рана повышенный солнечный активность случай воздействие бортовый компьютер зарядить частица солнце ракета стать неуправляемый сообщить интервью риа новость директор институт владимир кузнецов рассказать институт заниматься прогнозирование космический погода запуск ракета осуществлять роскосмос дать использоваться также корректировка орбита мкс центр прогноз космический погода измиран использовать прогнозирование свой наблюдение солнце дать измерение ионосфера магнитный поль земля также другой доступный дать наблюдение космический погода наш специалист делать общий прогноз состояние космический погода также специальный прогноз интерес роскосмос опасность пуск ракета повышенный солнечный активность зарядить частица приходящий солнце мочь нарушить работа бортовый компьютер ракета сказать кузнецов отметить известный случай период неблагоприятный космический погода выведение американский спутник орбита бортовый компьютер управление ракета попасть энергичный частица привести сбой это мочь обернуться катастрофа полный отказ бортовый электроника неуправляемость ракета рассказать кузнецов,роскосмос проводить пуск ракета время повышенный солнечный активность,https://ria.ru/20181129/1533750860.html
science,авиация центральный военный округа россия цво перебазировать свердловский челябинский область оперативный аэродром казахстан россия поисковоспасательный обеспечение запуск транспортный пилотировать корабль союз мс который запланировать декабрь сообщать цво четверг старт пилотировать корабль союз мс экипаж новый экспедиция запланировать декабрь мск пилотировать корабль союз мс состав новый экспедиция станция отправиться космонавт роскосмос олег кононенко астронавт nasa канадский космический агентство энн макклейн давид сенжак полёт планироваться конец декабрь однако изз авария ракета союзфг перенести декабрь один история современный россия авария пилотировать космонавтика произойти октябрь ракетаноситель союзфг смочь вывести космический корабль союз мс новый экипаж мкс орбита космонавт удаться вернуться спускать аппарат корабль земля,авиация цво обеспечить безопасность запуск союз мс,https://ria.ru/20181129/1533756426.html
science,реализация программа исследование освоение луна придать ускорение технологический экономический развитие страна считать член совет рана космос вицепрезидент международный ассоциация участник космический деятельность валентин увар среда научнотехнический совет роскосмос совет рана космос рассмотреть концепция исследование освоение луна сообщаться документ представить президент правительство месяц получить кроме реализация идея который сплотить один который мечтать освоение космический пространство другой движимый возрождение национальный гордость желание посоревноваться разный данные конвертация космический технология земной финансовый план означать доллар потратить космос давать прирост доллар земной отрасль другой слово один рабочий место космический отрасль приводить создание место предприятие другой отрасль промышленность натуральный выражение это называть spinoffs технология который появиться результат создание космический техника система жизнеобеспечение человек космос рассказать увар слово такой технология отнести металл материал повышенный прочность медицинский аппаратура средство диагностика разработать контроль состояние космонавт различный род миниатюрный датчик измерительный аппаратура качество пример привести майский меморандум наса относительно создание окололунный орбитальный платформа lunar orbital platform gateway который прямо указываться проект способствовать развитие американский промышленность безусловно также современный парадигма геокосмополитика освоение луна действительно вопрос поддержание престиж один составлять национальный безопасность считать увар рассказать например обоснование развитие пилотировать космонавтика год доклад наса путь исследование обоснование подход американский программа освоение космос человек первое место стоить национальный безопасность второе экономика затем следовать вопрос наука образование,эксперт оценить значение российский лунный программа,https://ria.ru/20181129/1533756185.html
science,пуск ракетыноситель союз два спутник канопусть космодром восточный запланировать ранее утро московский время декабрь сообщить риа новость госкорпорация роскосмос это должный последний российский космический запуск год два пуск год восточный предстоящий пуск четыре история российский дальневосточный космодром предыдущий пуск космодром восточный состояться февраль год орбита вывести космический аппарат канопусть орбита также работать канопусть запустить год космодром байконур запустить кластер спутник бка белорусский космический аппарат иметь аналогичный конструкция назначение группировка спутник канопусть предназначить оперативный мониторинг техногенный природный чрезвычайный ситуация наличие несколько космический аппарат позволять увеличить частота обзор земной поверхность сделать информация спутник оперативный,роскосмос сообщить время запуск два спутник канопусть,https://ria.ru/20181129/1533763113.html
science,российский генетик раскрыть главный секрет чума убивать человек быстрый крыса другой разносчик изз сбой работа один вариант система самоуничтожение клетка человек вывод учёный представить журнал человечество пережить несколько масштабный эпидемия похожий симптом который автор хроник называть чума один стать называть чума юстиниан вспыхнуть византия средиземноморье середина vi век унести жизнь свыше сто миллион человек другой вспышка чёрный смерть разразиться середина xiv век уничтожить около треть житель европа последний год генетик удаться извлечь кость погибший чума останки днк бактерия доказать вспышка заболевание вызываться разный похожий штамм один тот бактерия yersinia pestis кроме выясниться чума сопровождать человечество время расселение европа азия последний десять тысяча год периодически исчезать появляться открытие заставить учёный задуматься именно чума распространяться старое света крыса единственный переносчик часто появляться снова пример многие исследователь простой обыватель часто спорить животное мочь переносить yersinia pestis столь большой расстояние этот убивать считаный день передавать прессслужба российский научный фонд полторак коллега число учёный сша китай найти простой ответ вопрос изучать происходить иммунный клетка человек другой млекопитающее контакт чумной палочка микроб проникать организм целенаправленно атаковать клетка иммунный система проникать выделять набор белок мешать переваривать бактерия чума закрепляться клетка начинать выделять токсин растворять тромб отключать другой компонента иммунитет правило организм пытаться предотвратить подобный развитие событие заставлять заразить клетка самоуничтожиться появление маленький след оболочка микроб довольно долго учёный считать процесс работать примерно одинаково человек крыса прочий млекопитающее однако команда полторак выяснить это время эксперимент мышь учёный обнаружить попадание токсин чумной псевдотуберкулезный палочка иммунный клетка приводить разрушение молекула белок tak один главный выключатель система самоуничтожение результат уничтожаться молекула два другой белков выключатель смерть gsdmd gsdme мембрана иммунный телец появляться дыра это убивать клетка заставлять содержимое число сигнал присутствие чумной палочка вытечь наружу оказаться это нехарактерный человеческий макрофаг главный чистильщик иммунный система заражение yersinia pestis умирать классический сценарий самоуничтожение соответствие который клетка распадаться несколько обособленный часть который затем перевариваться другой иммунный телец причина предполагать полторак коллега крыться различие структура молекула gsdmd человеческий версия белок очень сопротивляться действие токсин чумной палочка ирония судьба способствовать мешать инфекция скрывать присутствие помогать убивать другой иммунный клетка различие считать российский зарубежный учёный стать главное секрет успех чёрный смерть причина удаться распространиться столь большой расстояние переносчик действительно крыса блоха,российский биолог выяснить почему средневековый чума убивать крыса,https://ria.ru/20181129/1533766960.html
science,специалист саратовский государственный технический университет имя гагарин юа сгт разработать программа который распознать состояние человек речь выявлять преобладать эмоция радость тревога возбуждение скука многие другой сообщить корреспондент риа новость прессслужба вуз это должный помочь специалист самый разный сфера приём работа экспертиза судебный процесс время проведение врачебный диагностика психоэмоциональный состояние разрабатывать приложение полтора год это время написать программный код протестировать эффективность приложение пример запись оно требовать совместный тестирование профессиональный психолог специалист фонологический экспертиза чей заключение оператор смочь сравнить дать программа рассказать создатель программа магистрант направление информатика вычислительный техника сгт александр захаров анализ психоэмоциональный состояние основываться дать характер речь получить сгма ви разумовский расчёт сферический модель эмоция разработать мгу саратовский медик филолог подготовить сводный таблица речевой показатель характерный конкретный психический состояние человек астения депрессия агрессия мания сферический модель позволять выявить преобладать эмоция речь радость тревога задумчивость напряжение апатия возбуждение разработка направить усиление безопасность крайне актуальный возможно применение программа александр захаров тестирование студент помочь предотвратить ситуация подобный недавний керченский происшествие заявить ио ректор сгт олег афонин программа внести психотип который оцениваться шесть показатель темп мелодика громкость интонационный составлять пауза модуляция голос программный решение оценивать исключительно звуковой особенность речь смысловой значение слово вскоре планировать сертифицировать приложение дать получать результат анализ помочь существенно повысить безопасность использовать приложение различный спорный конфликтный ситуация например приём сотрудник ответственный должность полицейский пилот авиадиспетчер оператор аэс отметить профессор кафедра информационный безопасность автоматический система сгт инна пластун слово автор погрешность выявление психологический состояние человек программа пока составлять около цифра должный скорректировать дальнейший испытание специалист фонологический психиатрический экспертиза наметить январьмарт год сгт уверить приложение совершенствоваться счёт расширение база знание уточнение характеристика речь получение точный результат,правда злиться программа сгт распознать эмоциональный состояние,https://na.ria.ru/20181130/1533814603.html
science,концепция программа исследование освоение луна бессмысленный пока подсчитать озвучить стоимость реализация российский бюджет считать членкорреспондент российский академия космонавтика андрей ионина среда научнотехнический совет роскосмос совет рана космос рассмотреть концепция исследование освоение луна сообщаться документ представить президент правительство месяц рана роскосмос являться потребитель средство федеральный бюджет научный задача исследование освоение луна иметь место озвучить концепция оценка приблизительный затрата федеральный бюджет россия реализация программа нынешний вид программа обсуждать нечего сказать ионина риа новость четверг выразить сомнение изложить программа привязать цель национальный технологический развитие отметить затрата должный подсчитать специалист рана роскосмос должный подтвердить независимый оценка исходить нужно государство исходить возможность который россия вопрос делать луна какой средство реализовывать добавить ионина добавить лунный программа должный привязать цель национальный технологический развитие,лунный программа бессмысленный пока озвучить стоимость считать эксперт,https://ria.ru/20181129/1533767872.html
science,российский учёный предлагать построить обратный сторона луна защитить помеха земля телескоп исследование процесс возникновение вселенная сообщить риа новость директор пущинский радиоастрономический обсерватория астрокосмический центр фиан рустам дагкесаманский среда научнотехнический совет роскосмос совет рана космос рассмотреть концепция исследование освоение луна сообщаться документ представить президент правительство месяц ранее научный руководитель институт космический исследование левый зелёный сообщить риа новость концепция предполагаться установка луна два обсерватория работа телескоп возможный условие лунный обсерватория земной атмосфера пропускать необходимый волна рекомендовать построить обратный сторона луна защитить земной помеха шуметь волновой диапазон который планироваться вести исследование сказать дагкесаманский добавить телескоп исследовать тот источник который наблюдаться земля короткий волна также общий фоновый радиоизлучение наш галактика вселенная один принципиальный направление исследование изучение самый ранний стадия вселенная который очень мало информация дагкесаманский сообщить телескоп луна желательно разместить видный земля планироваться работать сопряжение земной телескоп желательно разместить телескоп граница обратить земля сторона луна обратный предлагаться поставить работать совместно наземный радиотелескоп сантиметровый диапазон использовать навигационный цель добавить дагкесаманский,телескоп изучение вселенная предложить построить тёмный сторона луна,https://ria.ru/20181129/1533771360.html
science,молекулярный биолог британия впервые смочь превратить стволовой клетка миниатюрный аналог плацентарный ткань изучение который помочь уменьшить число выкидыш улучшить здоровье ребёнок результат один опыт представить журнал последний десятилетие биолог научиться превращать стволовой клетка ткань кость мускул кожа нервный система такой ткань мочь стать запчасть случай повреждение тело лекарство ряд дегенеративный заболевание пример культура стволовой нейрон мочь стать панацея лечение болезнь альцгеймер паркинсон другой версия помочь вернуть утерять конечность орган частность апрель год учёный смочь превратить стволовой клетка волосяной луковица успешно пересадить затылок лысый мышей год назад японский учёный собрать полноценный копия различный орган такой почка печень стволовой клетка также вырастить нога крыса подключить тело грызун турко коллега добавить плацента число подобный искусственный орган экспериментировать культура клетка извлечь плод несколько женщиндоброволец разный стадия развитие ребёнок объяснять биолог плацента состоять два тип клетка синцитиотрофобласт цитотрофобласт один отвечать формирование особый барьер отделять кровеносный система зародыш организм матерь второе организация обмен вещество они учёный давно интересовать возникать оба группа плацентарный клетка нарушение работа мочь связать выкидыш различный осложнение гибель зародыш прикрепление стенка матка британский исследователь сделать один шаг получение этот ответ подобрать особый коктейль различный гормон сигнальный молекула заставлять стволовой клетка содержаться внутри особый ворсинка плацента превращаться полноценный миниатюрный копия орган учёный проанализировать какой ген наиболее активный внутри плацента неделя беременность выделить вещество связанный взросление стволовой клетка объединить смесь молекула сформироваться плацента турко коллега получить препарат заставлять заготовка превращаться полноценный аналог плацента сохранять стабильность неограниченно долго миниатюрный орган слово учёный обладать весь важный черта плацента присутствовать оба тип клетка внутри ворсинка участвовать обмен газ питательный вещество вырабатывать критически важный гормон сигнальный молекула надеяться биолог эксперимент этот миниорган помочь раскрыть секрет бесплодие причина развитие выкидыш понять почему некоторый редкий патоген пример вирус зика мочь проникать,британский биолог создать один искусственный плацента,https://ria.ru/20181129/1533772851.html
science,учёный зафиксировать день мировой океан гул неизвестный происхождение сообщать учёный указывать аномальный характер явление слово специалист волна оказаться низкочастотный монохроматический иметь определённый постоянный частота обычно такой бывать отголосок чрезвычайно мощный землетрясение однако последний время фиксировать ранний видеть подобный отметить сейсмолог колумбийский университет горан экстереть специализироваться аномальный землетрясение учёный пока мочь установить причина возникновение волна рассматриваться версия смещение магма остров майотта медленный землетрясение извержение подводный вулкан,день океан зафиксировать загадочный гул,https://ria.ru/20181129/1533775713.html
science,ночной храп хронический недостаток воздух время сон заметно повышать вероятность серьёзный проблема сердце сосуд женщина рассказать учёный выступать ежегодный встреча радиологический общество северный америка оценка воз примерно шесть процент взрослый процент ребёнок страдать апноэ частичный полный прекращение дыхание связанный дыхательный путь сужаться деформироваться время сон некоторый случай апноэ приводить развитие усталость ухудшение память некоторые другой проблема практически умирать большинство случай апноэ сопровождаться страдать начинать громко храпеть сон периодически просыпаться недостаток воздух считать учёный наличие храп значительно повышать вероятность развитие сердечный приступ другой болезнь система кровообращение курт коллега проверить храп апноэ сказываться здоровье представитель разный половый проследить жизнь примерно пять тысяча гражданин великобритания половина жаловаться проблема сон остальной страдать либо простой храп либо комбинация апноэ учёный интересовать проблема влиять работа кровеносный система часто представитель три группа страдать инфаркт инсульт прочий болезнь сердце сосуд оказаться они действительно серьёзный различие среди женщина гораздо сильный выразить среди мужчина правило развитие апноэ храп приводить увеличение размер левый желудочек сердце главный мотор кровеносный система соответственно уменьшаться объесть кровь оставаться желудочек очередной сокращение интересно такой проблема наблюдаться тот знать страдать апноэ другой участник наблюдение который просто жаловаться храп думать хватать воздух время сон это считать курт говорить частота развитие апноэ британия другой страна очень сильно занижаться посоветовать храпеть человек попросить муж жена проследить появляться кратковременный перерыв дыхание время сон пытаться заглатывать воздух уверенность стоить пройти точный проверка лаборатория любой случай апноэ избавиться часто добиться просто сбросить лишний вес заключать учёный,учёный рассказать почему храп особенно опасный женщина,https://ria.ru/20181129/1533784442.html
science,специалист ракетнокосмический корпорация ркк энергия отработать земля запуск электроракетный двигатель работать йод сообщать четверг ркк ркк энергия проводиться наземный эксперимент исследование работа новое электроракетный двигатель эрд работать йод специалист лаборатория проектирование перспективный двигательный установка корпорация исследовать запуск двигатель йод различный режим штатный ксеноновый катод впервые новый безрасходный катодомнейтрализатор говориться сообщение отработка земля эксперимент продолжиться орбита координационный научнотехнический совет госкорпорация роскосмос включить долгосрочный программа научноприкладный исследование планировать российский сегмент мкс эксперимент островский отмечать ркк сначала российский космонавт изучить работа безрасходный катоданейтрализатор запускать эрд ксенон два этап цель безопасность пройти грузовой корабль прогресс немой установить новый двигатель видеосвязь быть следить запуск режим работа корабль отстыковать состояние находиться сутки космический эксперимент островский назвать честь валерий георгий островский старший научный сотрудник энергия который впервые предложить использовать качество называть рабочий тело эрд йод преимущество такой двигатель прежде экономичность йод значительно дешёвый ксенон требовать сложный система хранение подача основный параметр двигатель йод уступать аналогичный эрд ксенон,ркк энергия протестировать новый космический двигатель йод,https://ria.ru/20181129/1533790277.html
science,девушка женщина китай потерять интерес традиционный идеал красота успех начать придерживаться западный идеал такой вывод прислать социолог опубликовать статья субъективный стандарт красота успех среди мужчина женщина радикальный образ меняться прошлое столетие тысячелетие фактически возможный отличительный черта облик характер мужчина женщина успеть побывать идеал красота мужественность женственность образец уродство неподобающий поведение пример многие европейский женщина время возрождение пытаться худеть достигнуть заветный наоборот стремиться набрать форма пытаться походить героиня картина рубенс современница китай наоборот стремиться превратить своеобразный фарфоровый кукла калечить свой нога одевать особый узкий туфля ранний детство пользоваться очень ярка косметика аналогичный образ меняться представление жизненный установка эпоха буржуазный революция популярный образ независимый физически сильный женщина начало прошлое столетие модница пытаться весь походить скромный слабый умирать лебедь столь резкий перемена отмечать чун характерный история поднебесный пример время средневековый династия тан женщина стремиться независимый муж пользоваться большой свобода поздний имперский период доминировать традиционалистский взгляд чун коллега попытаться узнать рост доход также постепенный проникновение западный культура ценность китай повлиять представление китаянка физический психологический идеал отправиться поездка университет шанхай опросить несколько десятка студентка предмет считать главное признак успех личный жизнь должный выглядеть идеальный женщина результат этот опрос учёный сравнить аналогичный исследование который проводиться прошлое десятилетие оказаться представление сильно поменяться последний десять год пример фигуристый тело круглый лицо считаться красивый недавний прошлое мода войти угловатый черта лицо худощавый фигура аналогичный образ резко поменяться отношение косметика пластический операция сегодня они пользоваться мечтать пройти китаянка изменение отмечать чун связать два вещь появление новый карьерный возможность жизнь китайский женщина влияние западный культура распространяться глянцевый журнал массмедиа работящий женщина постоянно приходиться сталкиваться недостижимый идеал западный красота это вкупе появление экономический независимость социальный свобода приносить огромный прибыть производитель косметика часто приводить развитие булимия другой проблема типичный модница сказать современный стандарт красота китай совершенно реалистичный заключать социолог,китаянка составить новый портрет идеальный женщина заявлять учёный,https://ria.ru/20181129/1533802768.html
science,израильский учёный расшифровать надпись найти полвека назад древний кольцо оказаться это имя понтия пилат римский наместник иудей который согласно евангелия судить иисус христос приговорить распятие писать кольцо изобразить кратер античный сосуд вино обрамление надпись греческий язык который гласить пилат говориться статья исследователь предполагать кольцо сделать медный сплав датировать один веко наш эра середина первое век наш эра мочь принадлежать либо самый пилат либо чиновник администрация еврей язычник наместник мочь использовать кольцо качество печать кроме оно мочь знак принадлежность римский сословие всадник кольцо вместе множество другой артефакт найти два половина х год раскопка иродион дворцовый комплекс который иудейский царь ирод построить иерусалим вифлеем знать никакой другой пилат тот эпоха кольцо указывать человек высокий положение цитировать газета профессор данни шварц надпись обнаружиться поздний тщательный очистка кольцо фотографирование специальный режим учёный известный артефакт период имя пилат каменный плита найти приморский город кейсария ныне храниться музей израиль иерусалим,израильский учёный обнаружить древний кольцо имя понтия пилат,https://ria.ru/20181129/1533789298.html
